year,l_under_0.1,l_0.2-0.4,l_0.5-0.7,l_0.8-1.0,l_1.1-1.5,l_1.6-2.0
2014-01-14,133607.49458549195,848152.5696330107,2314219.817031824,4929427.962572686,3955302.7414824637,132457.47180122693
2014-01-15,133628.68736756168,848369.8082892313,2315009.8986072405,4931204.640993036,3956691.6323205307,132490.5994152923
2014-01-16,133650.05610107555,848587.7560981754,2315801.8729678066,4932984.647511098,3958083.1038114806,132523.87194344145
2014-01-17,133671.6007860335,848806.4130598435,2316595.740113522,4934767.982126871,3959477.155955314,132557.28938567435
2014-01-18,133693.32142243555,849025.779174235,2317391.5000443864,4936554.644840357,3960873.788752031,132590.85174199098
2014-01-19,133715.21801028174,849245.8544413501,2318189.1527604004,4938344.635651556,3962273.0022016317,132624.55901239143
2014-01-20,133737.29054957206,849466.6388611894,2318988.6982615637,4940137.954560466,3963674.7963041156,132658.41119687562
2014-01-21,133759.53904030652,849688.1324337522,2319790.136547877,4941934.601567091,3965079.171059484,132692.4082954436
2014-01-22,133781.96348248504,849910.3351590383,2320593.467619339,4943734.576671427,3966486.1264677346,132726.5503080953
2014-01-23,133804.56387610768,850133.2470370485,2321398.69147595,4945537.879873477,3967895.662528869,132760.8372348308
2014-01-24,133827.34022117447,850356.8680677823,2322205.8081177115,4947344.511173238,3969307.7792428876,132795.26907565008
2014-01-25,133850.29251768536,850581.1982512396,2323014.8175446214,4949154.470570712,3970722.4766097893,132829.8458305531
2014-01-26,133873.42076564036,850806.2375874207,2323825.719756681,4950967.758065899,3972139.7546295747,132864.5674995399
2014-01-27,133896.7249650395,851031.9860763258,2324638.51475389,4952784.373658799,3973559.613302244,132899.43408261047
2014-01-28,133920.2051158827,851258.4437179542,2325453.2025362486,4954604.317349411,3974982.0526277963,132934.4455797648
2014-01-29,133943.8612181701,851485.6105123067,2326269.7831037566,4956427.589137736,3976407.072606232,132969.60199100294
2014-01-30,133967.69327190155,851713.4864593823,2327088.2564564133,4958254.189023772,3977834.673237551,133004.90331632478
2014-01-31,133991.7012770771,851942.0715591819,2327908.6225942187,4960084.117007521,3979264.8545217537,133040.34955573038
2014-02-01,134015.8852336968,852171.3658117054,2328730.881517175,4961917.373088984,3980697.61645884,133075.9407092198
2014-02-02,134040.24514176062,852401.3692169524,2329555.03322528,4963753.957268159,3982132.9590488104,133111.67677679297
2014-02-03,134064.7810012686,852632.081774923,2330381.0777185345,4965593.869545046,3983570.882291664,133147.55775844993
2014-02-04,134089.49281222062,852863.5034856176,2331209.014996939,4967437.109919647,3985011.386187401,133183.58365419065
2014-02-05,134114.3805746168,853095.6343490357,2332038.845060492,4969283.678391959,3986454.470736021,133219.75446401507
2014-02-06,134139.44428845707,853328.4743651774,2332870.5679091946,4971133.5749619845,3987900.135937526,133256.07018792332
2014-02-07,134164.68395374145,853562.0235340428,2333704.183543046,4972986.799629721,3989348.3817919125,133292.5308259153
2014-02-08,134190.09957047,853796.281855632,2334539.6919620475,4974843.352395171,3990799.2082991838,133329.13637799106
2014-02-09,134215.69113864258,854031.2493299447,2335377.093166198,4976703.233258333,3992252.6154593383,133365.8868441506
2014-02-10,134241.45865825933,854266.9259569815,2336216.3871554984,4978566.442219209,3993708.603272377,133402.78222439392
2014-02-11,134267.4021293202,854503.3117367416,2337057.5739299473,4980432.979277797,3995167.1717382986,133439.822518721
2014-02-12,134293.52155182516,854740.4066692258,2337900.6534895464,4982302.844434097,3996628.320857104,133477.00772713183
2014-02-13,134319.81692577427,854978.2107544335,2338745.625834295,4984176.037688112,3998092.0506287925,133514.33784962643
2014-02-14,134346.28825116745,855216.7239923645,2339592.490964192,4986052.559039836,3999558.3610533644,133551.81288620477
2014-02-15,134372.93552800477,855455.9463830197,2340441.248879239,4987932.408489274,4001027.2521308204,133589.43283686694
2014-02-16,134399.75875628623,855695.8779263984,2341291.899579435,4989815.586036425,4002498.7238611593,133627.1977016128
2014-02-17,134426.75793601177,855936.5186225008,2342144.4430647804,4991702.091681289,4003972.7762443824,133665.10748044247
2014-02-18,134453.93306718144,856177.868471327,2342998.8793352754,4993591.925423864,4005449.4092804887,133703.16217335593
2014-02-19,134481.2841497952,856419.9274728767,2343855.2083909195,4995485.087264152,4006928.6229694784,133741.36178035312
2014-02-20,134508.8111838531,856662.69562715,2344713.4302317128,4997381.577202152,4008410.417311351,133779.70630143408
2014-02-21,134536.51416935513,856906.1729341473,2345573.5448576557,4999281.395237867,4009894.7923061084,133818.1957365988
2014-02-22,134564.39310630126,857150.3593938684,2346435.5522687486,5001184.541371293,4011381.747953749,133856.83008584732
2014-02-23,134592.44799469152,857395.2550063129,2347299.4524649903,5003091.015602432,4012871.2842542725,133895.6093491796
2014-02-24,134620.67883452587,857640.8597714812,2348165.2454463816,5005000.817931283,4014363.401207681,133934.53352659565
2014-02-25,134649.08562580435,857887.1736893731,2349032.9312129216,5006913.948357846,4015858.098813971,133973.60261809544
2014-02-26,134677.66836852697,858134.1967599889,2349902.5097646117,5008830.406882124,4017355.3770731464,134012.81662367904
2014-02-27,134706.42706269366,858381.928983328,2350773.9811014505,5010750.193504111,4018855.2359852036,134052.17554334635
2014-02-28,134735.36170830447,858630.3703593912,2351647.345223439,5012673.308223813,4020357.675550145,134091.67937709743
2014-03-01,134764.47230535944,858879.5208881779,2352522.6021305774,5014599.751041227,4021862.6957679708,134131.3281249323
2014-03-02,134793.7588538585,859129.3805696884,2353399.7518228646,5016529.521956353,4023370.296638679,134171.12178685097
2014-03-03,134823.22135380167,859379.9494039225,2354278.794300301,5018462.620969192,4024880.478162271,134211.06036285334
2014-03-04,134852.85980518896,859631.2273908802,2355159.729562887,5020399.048079744,4026393.2403387465,134251.14385293954
2014-03-05,134882.67420802038,859883.2145305618,2356042.5576106226,5022338.803288009,4027908.583168106,134291.37225710947
2014-03-06,134912.6645622959,860135.9108229668,2356927.278443507,5024281.886593984,4029426.506650348,134331.74557536317
2014-03-07,134942.83086801553,860389.316268096,2357813.8920615413,5026228.297997676,4030947.0107854754,134372.26380770066
2014-03-08,134973.17312517928,860643.4308659486,2358702.3984647244,5028178.037499078,4032470.095573485,134412.92695412188
2014-03-09,135003.69133378717,860898.2546165249,2359592.7976530576,5030131.105098192,4033995.7610143777,134453.7350146269
2014-03-10,135034.38549383913,861153.7875198248,2360485.0896265395,5032087.500795019,4035524.0071081542,134494.68798921566
2014-03-11,135065.25560533523,861410.0295758485,2361379.2743851715,5034047.224589558,4037054.833854815,134535.7858778882
2014-03-12,135096.30166827544,861666.980784596,2362275.3519289517,5036010.27648181,4038588.2412543586,134577.02868064452
2014-03-13,135127.52368265978,861924.6411460668,2363173.322257882,5037976.656471775,4040124.2293067863,134618.41639748457
2014-03-14,135158.92164848823,862183.0106602617,2364073.1853719614,5039946.364559453,4041662.798012097,134659.94902840845
2014-03-15,135190.49556576076,862442.0893271801,2364974.9412711905,5041919.400744842,4043203.9473702908,134701.62657341603
2014-03-16,135222.2454344775,862701.8771468223,2365878.5899555692,5043895.765027946,4044747.6773813693,134743.4490325074
2014-03-17,135254.1712546383,862962.374119188,2366784.131425097,5045875.457408761,4046293.9880453306,134785.41640568257
2014-03-18,135286.2730262432,863223.5802442777,2367691.565679774,5047858.477887288,4047842.8793621757,134827.52869294147
2014-03-19,135318.55074929222,863485.4955220908,2368600.8927196003,5049844.826463528,4049394.3513319036,134869.7858942841
2014-03-20,135351.00442378534,863748.1199526277,2369512.1125445757,5051834.503137481,4050948.403954516,134912.18800971057
2014-03-21,135383.6340497226,864011.4535358885,2370425.2251547007,5053827.507909147,4052505.037230011,134954.73503922077
2014-03-22,135416.439627104,864275.4962718727,2371340.2305499753,5055823.840778524,4054064.25115839,134997.42698281474
2014-03-23,135449.42115592948,864540.2481605808,2372257.1287303995,5057823.501745615,4055626.045739653,135040.2638404925
2014-03-24,135482.5786361991,864805.7092020125,2373175.919695973,5059826.490810418,4057190.4209737997,135083.24561225402
2014-03-25,135515.91206791284,865071.8793961678,2374096.603446695,5061832.807972933,4058757.376860829,135126.37229809928
2014-03-26,135549.42145107064,865338.7587430468,2375019.179982567,5063842.453233162,4060326.913400742,135169.6438980283
2014-03-27,135583.1067856726,865606.3472426495,2375943.649303588,5065855.426591101,4061899.0305935387,135213.0604120411
2014-03-28,135616.9680717187,865874.6448949762,2376870.011409759,5067871.728046755,4063473.728439219,135256.6218401377
2014-03-29,135651.00530920885,866143.6517000262,2377798.266301079,5069891.357600121,4065051.0069377823,135300.32818231804
2014-03-30,135685.21849814316,866413.3676578002,2378728.4139775485,5071914.3152511995,4066630.86608923,135344.17943858216
2014-03-31,135719.6076385216,866683.7927682977,2379660.454439167,5073940.6009999905,4068213.305893561,135388.17560893
2014-04-01,135754.1727303441,866954.9270315189,2380594.387685935,5075970.214846494,4069798.3263507746,135432.31669336167
2014-04-02,135788.91377361075,867226.7704474637,2381530.2137178527,5078003.15679071,4071385.927460872,135476.60269187705
2014-04-03,135823.83076832155,867499.3230161325,2382467.93253492,5080039.42683264,4072976.1092238547,135521.03360447628
2014-04-04,135858.9237144764,867772.5847375249,2383407.5441371356,5082079.0249722805,4074568.871639719,135565.60943115922
2014-04-05,135894.19261207542,868046.5556116408,2384349.0485245017,5084121.951209635,4076164.214708467,135610.3301719259
2014-04-06,135929.63746111852,868321.2356384805,2385292.445697016,5086168.205544701,4077762.138430099,135655.19582677638
2014-04-07,135965.25826160575,868596.624818044,2386237.7356546805,5088217.787977479,4079362.6428046143,135700.20639571061
2014-04-08,136001.0550135371,868872.7231503308,2387184.9183974937,5090270.69850797,4080965.727832013,135745.3618787286
2014-04-09,136037.02771691256,869149.5306353418,2388133.993925457,5092326.937136175,4082571.3935122956,135790.6622758304
2014-04-10,136073.17637173212,869427.0472730764,2389084.9622385693,5094386.503862091,4084179.6398454616,135836.10758701595
2014-04-11,136109.5009779958,869705.2730635345,2390037.8233368313,5096449.398685722,4085790.466831511,135881.69781228527
2014-04-12,136146.00153570363,869984.2080067163,2390992.5772202425,5098515.621607063,4087403.8744704444,135927.43295163836
2014-04-13,136182.67804485557,870263.852102622,2391949.2238888033,5100585.172626117,4089019.862762261,135973.3130050752
2014-04-14,136219.53050545158,870544.2053512512,2392907.763342513,5102658.051742884,4090638.4317069612,136019.33797259582
2014-04-15,136256.55891749173,870825.2677526041,2393868.195581372,5104734.258957364,4092259.5813045446,136065.50785420017
2014-04-16,136293.763280976,871107.0393066808,2394830.52060538,5106813.794269556,4093883.311555011,136111.82264988832
2014-04-17,136331.1435959044,871389.5200134811,2395794.738414538,5108896.657679461,4095509.622458362,136158.28235966025
2014-04-18,136368.6998622769,871672.709873005,2396760.849008845,5110982.849187077,4097138.514014596,136204.88698351593
2014-04-19,136406.43208009354,871956.608885253,2397728.852388302,5113072.368792407,4098769.9862237144,136251.63652145537
2014-04-20,136444.34024935425,872241.2170502243,2398698.748552908,5115165.21649545,4100404.039085715,136298.53097347857
2014-04-21,136482.4243700591,872526.5343679193,2399670.537502663,5117261.392296204,4102040.6726006,136345.57033958554
2014-04-22,136520.68444220803,872812.560838338,2400644.219237568,5119360.896194671,4103679.8867683676,136392.75461977627
2014-04-23,136559.12046580116,873099.2964614807,2401619.793757622,5121463.728190852,4105321.6815890204,136440.0838140508
2014-04-24,136597.73244083836,873386.741237347,2402597.2610628256,5123569.888284745,4106966.057062556,136487.5579224091
2014-04-25,136636.52036731967,873674.8951659368,2403576.6211531786,5125679.376476349,4108613.0131889745,136535.17694485112
2014-04-26,136675.4842452451,873963.7582472505,2404557.874028681,5127792.192765668,4110262.549968277,136582.94088137694
2014-04-27,136714.62407461467,874253.3304812878,2405541.019689332,5129908.337152698,4111914.6674004626,136630.84973198653
2014-04-28,136753.9398554283,874543.6118680486,2406526.058135133,5132027.80963744,4113569.3654855313,136678.90349667985
2014-04-29,136793.43158768606,874834.6024075332,2407512.989366083,5134150.610219895,4115226.6442234847,136727.10217545697
2014-04-30,136833.09927138797,875126.3020997416,2408501.8133821823,5136276.738900064,4116886.5036143214,136775.44576831788
2014-05-01,136872.94290653395,875418.7109446737,2409492.5301834317,5138406.1956779435,4118548.9436580413,136823.9342752625
2014-05-02,136912.96249312413,875711.8289423296,2410485.1397698303,5140538.980553538,4120213.964354645,136872.56769629093
2014-05-03,136953.15803115835,876005.6560927089,2411479.6421413776,5142675.093526843,4121881.5657041315,136921.3460314031
2014-05-04,136993.52952063672,876300.1923958121,2412476.037298075,5144814.534597862,4123551.7477065027,136970.26928059908
2014-05-05,137034.07696155916,876595.4378516389,2413474.3252399215,5146957.3037665915,4125224.510361756,137019.3374438788
2014-05-06,137074.80035392576,876891.3924601893,2414474.505966917,5149103.4010330355,4126899.8536698944,137068.55052124226
2014-05-07,137115.69969773645,877188.0562214636,2415476.579479062,5151252.826397192,4128577.777630915,137117.9085126895
2014-05-08,137156.77499299127,877485.4291354613,2416480.5457763565,5153405.579859059,4130258.282244819,137167.4114182205
2014-05-09,137198.0262396902,877783.5112021831,2417486.4048588006,5155561.661418641,4131941.3675116077,137217.0592378353
2014-05-10,137239.45343783326,878082.3024216284,2418494.156726394,5157721.071075935,4133627.0334312795,137266.85197153385
2014-05-11,137281.0565874204,878381.8027937973,2419503.801379136,5159883.80883094,4135315.2800038345,137316.78961931614
2014-05-12,137322.8356884517,878682.0123186901,2420515.338817028,5162049.8746836595,4137006.1072292738,137366.87218118226
2014-05-13,137364.79074092713,878982.9309963065,2421528.7690400695,5164219.268634091,4138699.5151075963,137417.09965713212
2014-05-14,137406.92174484662,879284.5588266465,2422544.0920482604,5166391.990682235,4140395.5036388016,137467.4720471657
2014-05-15,137449.22870021025,879586.8958097103,2423561.3078416004,5168568.040828091,4142094.072822891,137517.9893512831
2014-05-16,137491.711607018,879889.9419454976,2424580.4164200895,5170747.41907166,4143795.2226598635,137568.65156948424
2014-05-17,137534.37046526987,880193.6972340088,2425601.417783728,5172930.125412941,4145498.95314972,137619.45870176915
2014-05-18,137577.20527496582,880498.1616752436,2426624.3119325163,5175116.159851937,4147205.26429246,137670.41074813786
2014-05-19,137620.2160361059,880803.3352692021,2427649.098866454,5177305.522388643,4148914.1560880835,137721.5077085903
2014-05-20,137663.40274869016,881109.2180158845,2428675.778585541,5179498.213023063,4150625.6285365904,137772.7495831265
2014-05-21,137706.76541271844,881415.8099152903,2429704.351089777,5181694.231755193,4152339.68163798,137824.13637174648
2014-05-22,137750.3040281909,881723.11096742,2430734.816379163,5183893.578585038,4154056.315392255,137875.66807445025
2014-05-23,137794.01859510745,882031.1211722733,2431767.174453697,5186096.253512595,4155775.529799412,137927.34469123775
2014-05-24,137837.90911346814,882339.8405298503,2432801.425313382,5188302.256537865,4157497.324859453,137979.16622210905
2014-05-25,137881.97558327293,882649.269040151,2433837.5689582154,5190511.587660846,4159221.700572377,138031.13266706408
2014-05-26,137926.21800452186,882959.4067031755,2434875.6053881985,5192724.246881542,4160948.656938186,138083.24402610294
2014-05-27,137970.63637721486,883270.2535189235,2435915.534603331,5194940.234199949,4162678.193956877,138135.5002992255
2014-05-28,138015.23070135195,883581.8094873952,2436957.356603612,5197159.549616069,4164410.3116284516,138187.90148643183
2014-05-29,138060.00097693322,883894.0746085907,2438001.0713890437,5199382.193129901,4166145.009952911,138240.44758772198
2014-05-30,138104.94720395858,884207.0488825098,2439046.678959624,5201608.164741445,4167882.288930253,138293.13860309584
2014-05-31,138150.06938242808,884520.7323091528,2440094.1793153537,5203837.464450704,4169622.1485604784,138345.97453255352
2014-06-01,138195.3675123417,884835.1248885195,2441143.572456233,5206070.092257674,4171364.5888435883,138398.95537609496
2014-06-02,138240.8415936994,885150.2266206096,2442194.858382262,5208306.048162356,4173109.6097795805,138452.08113372012
2014-06-03,138286.49162650123,885466.0375054235,2443248.03709344,5210545.332164751,4174857.2113684574,138505.3518054291
2014-06-04,138332.31761074718,885782.5575429612,2444303.1085897675,5212787.944264859,4176607.3936102167,138558.7673912218
2014-06-05,138378.3195464372,886099.7867332223,2445360.072871243,5215033.884462679,4178360.156504859,138612.32789109825
2014-06-06,138424.4974335714,886417.7250762074,2446418.92993787,5217283.152758213,4180115.500052387,138666.03330505855
2014-06-07,138470.85127214968,886736.3725719162,2447479.6797896447,5219535.749151457,4181873.424252797,138719.88363310255
2014-06-08,138517.38106217212,887055.7292203486,2448542.3224265696,5221791.673642416,4183633.929106091,138773.87887523032
2014-06-09,138564.08680363864,887375.7950215046,2449606.8578486433,5224050.926231086,4185397.0146122687,138828.0190314419
2014-06-10,138610.9684965493,887696.5699753845,2450673.2860558676,5226313.50691747,4187162.6807713304,138882.30410173722
2014-06-11,138658.02614090405,888018.0540819879,2451741.6070482396,5228579.415701565,4188930.9275832735,138936.7340861163
2014-06-12,138705.2597367029,888340.2473413153,2452811.820825762,5230848.652583374,4190701.755048102,138991.30898457917
2014-06-13,138752.66928394587,888663.1497533659,2453883.9273884334,5233121.217562893,4192475.1631658124,139046.02879712576
2014-06-14,138800.25478263304,888986.7613181407,2454957.926736255,5235397.110640129,4194251.1519364086,139100.89352375618
2014-06-15,138848.01623276423,889311.0820356389,2456033.8188692247,5237676.331815073,4196029.721359886,139155.90316447034
2014-06-16,138895.9536343396,889636.111905861,2457111.603787345,5239958.881087733,4197810.871436249,139211.05771926825
2014-06-17,138944.06698735902,889961.8509288065,2458191.2814906132,5242244.758458104,4199594.602165494,139266.35718814994
2014-06-18,138992.35629182257,890288.2991044756,2459272.851979031,5244533.963926187,4201380.913547623,139321.80157111536
2014-06-19,139040.82154773027,890615.456432869,2460356.3152525993,5246826.497491984,4203169.805582636,139377.3908681646
2014-06-20,139089.4627550821,890943.3229139857,2461441.6713113165,5249122.359155493,4204961.278270532,139433.1250792976
2014-06-21,139138.27991387798,891271.8985478261,2462528.920155183,5251421.548916714,4206755.331611312,139489.00420451435
2014-06-22,139187.27302411804,891601.1833343903,2463618.061784199,5253724.066775648,4208551.965604976,139545.0282438149
2014-06-23,139236.44208580215,891931.1772736779,2464709.096198364,5256029.912732294,4210351.180251522,139601.19719719916
2014-06-24,139285.78709893042,892261.8803656895,2465802.0233976785,5258339.086786653,4212152.975550951,139657.5110646672
2014-06-25,139335.30806350277,892593.2926104246,2466896.8433821425,5260651.588938724,4213957.351503265,139713.96984621906
2014-06-26,139385.0049795193,892925.4140078835,2467993.556151755,5262967.419188509,4215764.308108463,139770.57354185462
2014-06-27,139434.8778469799,893258.2445580661,2469092.161706518,5265286.5775360055,4217573.845366544,139827.32215157402
2014-06-28,139484.92666588462,893591.7842609724,2470192.6600464303,5267609.063981215,4219385.963277508,139884.2156753771
2014-06-29,139535.1514362335,893926.0331166025,2471295.0511714914,5269934.878524138,4221200.661841356,139941.254113264
2014-06-30,139585.55215802643,894260.9911249562,2472399.335081702,5272264.021164772,4223017.941058088,139998.4374652347
2014-07-01,139636.12883126352,894596.6582860334,2473505.511777062,5274596.491903119,4224837.800927702,140055.76573128908
2014-07-02,139686.8814559447,894933.0345998344,2474613.5812575715,5276932.290739179,4226660.2414502,140113.23891142727
2014-07-03,139737.7699650384,895269.9070268,2475722.998773919,5279270.383149919,4228484.363712248,140170.81405121583
2014-07-04,139788.553956355,895605.9973295744,2476830.4958302393,5281604.561997156,4230304.774233836,140228.23342405428
2014-07-05,139839.1933628628,895941.0924685985,2477935.52767722,5283933.792757854,4232120.574101631,140285.45407550922
2014-07-06,139889.68818456194,896275.1924438722,2479038.094314861,5286258.075432016,4233931.76331563,140342.47600558063
2014-07-07,139940.03842145228,896608.2972553956,2480138.195743163,5288577.41001964,4235738.341875835,140399.29921426854
2014-07-08,139990.24407353392,896940.4069031688,2481235.8319621263,5290891.79652073,4237540.309782247,140455.92370157296
2014-07-09,140040.30514080683,897271.5213871914,2482331.002971751,5293201.234935281,4239337.667034865,140512.34946749383
2014-07-10,140090.22162327098,897601.6407074638,2483423.708772036,5295505.725263296,4241130.413633688,140568.5765120312
2014-07-11,140139.99352092642,897930.7648639859,2484513.949362982,5297805.267504774,4242918.549578719,140624.60483518508
2014-07-12,140189.6208337731,898258.8938567577,2485601.724744589,5300099.861659716,4244702.074869954,140680.43443695543
2014-07-13,140239.1035618111,898586.0276857793,2486687.0349168573,5302389.50772812,4246480.989507397,140736.0653173423
2014-07-14,140288.4417050403,898912.1663510503,2487769.8798797857,5304674.205709988,4248255.293491044,140791.49747634563
2014-07-15,140337.63526346083,899237.3098525711,2488850.259633376,5306953.95560532,4250024.986820899,140846.73091396544
2014-07-16,140386.6842370726,899561.4581903414,2489928.1741776266,5309228.757414114,4251790.069496958,140901.76563020176
2014-07-17,140435.58862587562,899884.6113643614,2491003.623512537,5311498.611136371,4253550.541519222,140956.60162505455
2014-07-18,140484.34842986992,900206.7693746311,2492076.60763811,5313763.516772092,4255306.402887695,141011.23889852385
2014-07-19,140532.9636490555,900527.9322211507,2493147.126554344,5316023.474321277,4257057.653602372,141065.67745060963
2014-07-20,140581.43428343232,900848.0999039197,2494215.1802612375,5318278.483783924,4258804.293663256,141119.91728131188
2014-07-21,140629.76033300045,901167.2724229386,2495280.7687587934,5320528.545160035,4260546.323070345,141173.95839063067
2014-07-22,140677.94179775976,901485.4497782068,2496343.892047009,5322773.658449608,4262283.741823641,141227.8007785659
2014-07-23,140725.9786777104,901802.6319697249,2497404.550125886,5325013.8236526465,4264016.549923142,141281.44444511764
2014-07-24,140773.87097285228,902118.8189974925,2498462.742995424,5327249.040769146,4265744.747368851,141334.88939028585
2014-07-25,140821.61868318546,902434.0108615101,2499518.470655623,5329479.3097991105,4267468.334160765,141388.13561407055
2014-07-26,140869.22180870987,902748.2075617771,2500571.733106483,5331704.630742537,4269187.310298883,141441.18311647174
2014-07-27,140916.68034942556,903061.4090982939,2501622.5303480034,5333925.003599427,4270901.675783209,141494.03189748945
2014-07-28,140963.9943053325,903373.6154710602,2502670.8623801847,5336140.42836978,4272611.43061374,141546.6819571236
2014-07-29,141011.16367643076,903684.8266800763,2503716.729203027,5338350.905053598,4274316.574790478,141599.13329537428
2014-07-30,141058.18846272025,903995.0427253419,2504760.1308165304,5340556.433650876,4276017.108313421,141651.38591224144
2014-07-31,141105.06866420104,904304.2636068575,2505801.0672206953,5342757.014161621,4277713.03118257,141703.4398077251
2014-08-01,141151.80428087304,904612.4893246227,2506839.5384155205,5344952.646585828,4279404.343397927,141755.29498182522
2014-08-02,141198.39531273633,904919.7198786373,2507875.544401007,5347143.330923498,4281091.044959488,141806.95143454187
2014-08-03,141244.8417597909,905225.9552689019,2508909.085177154,5349329.06717463,4282773.135867257,141858.409165875
2014-08-04,141291.1436220367,905531.195495416,2509940.1607439616,5351509.855339227,4284450.616121228,141909.66817582457
2014-08-05,141337.3008994738,905835.4405581795,2510968.77110143,5353685.695417285,4286123.485721407,141960.72846439065
2014-08-06,141383.31359210217,906138.6904571931,2511994.9162495607,5355856.587408808,4287791.744667794,142011.59003157323
2014-08-07,141429.18169992178,906440.945192456,2513018.596188351,5358022.531313794,4289455.3929603845,142062.25287737226
2014-08-08,141474.90522293266,906742.2047639687,2514039.8109178026,5360183.527132244,4291114.430599182,142112.71700178785
2014-08-09,141520.48416113484,907042.4691717313,2515058.5604379154,5362339.574864157,4292768.857584185,142162.98240481986
2014-08-10,141565.91851452822,907341.7384157432,2516074.844748689,5364490.674509533,4294418.673915395,142213.0490864684
2014-08-11,141611.20828311297,907640.012496005,2517088.6638501235,5366636.826068372,4296063.879592811,142262.91704673343
2014-08-12,141656.3534668889,907937.2914125165,2518100.017742219,5368778.029540674,4297704.474616432,142312.58628561493
2014-08-13,141701.35406585614,908233.5751652776,2519108.906424975,5370914.284926439,4299340.458986258,142362.05680311297
2014-08-14,141746.2100800146,908528.8637542882,2520115.329898392,5373045.592225667,4300971.832702291,142411.32859922742
2014-08-15,141790.92150936436,908823.1571795488,2521119.28816247,5375171.951438361,4302598.595764532,142460.40167395843
2014-08-16,141835.48835390536,909116.4554410586,2522120.781217208,5377293.362564514,4304220.748172975,142509.27602730584
2014-08-17,141879.91061363765,909408.7585388185,2523119.8090626085,5379409.825604133,4305838.289927627,142557.9516592698
2014-08-18,141924.1882885612,909700.0664728279,2524116.3716986696,5381521.340557216,4307451.221028485,142606.42856985025
2014-08-19,141968.32137867602,909990.3792430869,2525110.469125391,5383627.907423761,4309059.5414755475,142654.7067590472
2014-08-20,142012.3098839821,910279.6968495956,2526102.101342774,5385729.526203769,4310663.251268817,142702.78622686063
2014-08-21,142056.15380447946,910568.0192923541,2527091.2683508173,5387826.19689724,4312262.350408292,142750.6669732905
2014-08-22,142099.85314016807,910855.3465713622,2528077.9701495217,5389917.919504176,4313856.838893974,142798.34899833694
2014-08-23,142143.40789104794,911141.6786866199,2529062.2067388864,5392004.694024573,4315446.71672586,142845.83230199982
2014-08-24,142186.8180571191,911427.0156381272,2530043.978118913,5394086.520458434,4317031.983903953,142893.11688427918
2014-08-25,142230.0836383815,911711.3574258843,2531023.2842896003,5396163.398805759,4318612.6404282525,142940.20274517505
2014-08-26,142273.2046348352,911994.704049891,2532000.125250948,5398235.329066547,4320188.686298757,142987.0898846874
2014-08-27,142316.1810464801,912277.0555101474,2532974.501002957,5400302.311240798,4321760.121515469,143033.77830281624
2014-08-28,142359.01287331633,912558.4118066536,2533946.411545627,5402364.345328513,4323326.946078385,143080.26799956156
2014-08-29,142401.70011534382,912838.7729394092,2534915.856878958,5404421.43132969,4324889.159987508,143126.5589749234
2014-08-30,142444.24277256255,913118.1389084146,2535882.83700295,5406473.569244331,4326446.763242837,143172.6512289017
2014-08-31,142486.6408449726,913396.5097136699,2536847.351917603,5408520.759072435,4327999.755844373,143218.5447614965
2014-09-01,142528.89433257387,913673.8853551745,2537809.4016229156,5410563.000814002,4329548.137792113,143264.23957270777
2014-09-02,142571.00323536643,913950.2658329289,2538768.986118891,5412600.294469033,4331091.90908606,143309.73566253556
2014-09-03,142612.9675533502,914225.651146933,2539726.1054055253,5414632.640037526,4332631.069726213,143355.0330309798
2014-09-04,142654.78728652527,914500.0412971867,2540680.7594828224,5416660.037519484,4334165.619712571,143400.13167804058
2014-09-05,142696.46243489164,914773.4362836902,2541632.9483507792,5418682.486914904,4335695.559045137,143445.0316037178
2014-09-06,142737.99299844925,915045.8361064432,2542582.6720093973,5420699.988223787,4337220.887723908,143489.73280801155
2014-09-07,142779.37897719812,915317.240765446,2543529.930458676,5422712.541446134,4338741.605748884,143534.23529092176
2014-09-08,142820.6203711383,915587.6502606984,2544474.7236986165,5424720.146581945,4340257.7131200675,143578.53905244847
2014-09-09,142861.71718026965,915857.0645922003,2545417.051729217,5426722.803631218,4341769.209837456,143622.64409259168
2014-09-10,142902.66940459234,916125.4837599522,2546356.914550479,5428720.512593956,4343276.095901051,143666.55041135135
2014-09-11,142943.4770441063,916392.9077639536,2547294.312162402,5430713.273470154,4344778.371310852,143710.2580087275
2014-09-12,142984.14009881145,916659.3366042045,2548229.2445649845,5432701.086259816,4346276.036066858,143753.76688472016
2014-09-13,143024.65856870794,916924.7702807053,2549161.71175823,5434683.950962943,4347769.09016907,143797.0770393293
2014-09-14,143065.0324537957,917189.2087934557,2550091.713742135,5436661.867579534,4349257.533617489,143840.18847255496
2014-09-15,143105.26175407472,917452.6521424558,2551019.2505167015,5438634.836109587,4350741.366412114,143883.1011843971
2014-09-16,143145.34646954495,917715.1003277055,2551944.3220819286,5440602.856553103,4352220.588552945,143925.81517485573
2014-09-17,143185.2866002065,917976.553349205,2552866.9284378174,5442565.928910082,4353695.200039982,143968.33044393084
2014-09-18,143225.08214605929,918237.011206954,2553787.069584366,5444524.053180524,4355165.200873224,144010.6469916224
2014-09-19,143264.73310710335,918496.4739009527,2554704.7455215757,5446477.2293644305,4356630.591052674,144052.7648179305
2014-09-20,143304.23948333872,918754.9414312012,2555619.9562494466,5448425.4574617995,4358091.370578328,144094.68392285507
