year,r_under_0.1,r_0.2-0.4,r_0.5-0.7,r_0.8-1.0,r_1.1-1.5,r_1.6-2.0
2012-03-04,135065.33741856477,824259.168963621,2128198.394318072,4534537.318307763,3608684.5828190884,117915.88029712845
2012-03-05,135042.90850508967,824240.4938455526,2128243.3790916456,4534525.3411467085,3608628.6150128655,117893.38604865898
2012-03-06,135020.58754847595,824221.5981414713,2128287.6097215763,4534511.459779576,3608571.127090269,117870.92254525368
2012-03-07,134998.37454872357,824202.4818513772,2128331.086207865,4534495.674206365,3608512.119051298,117848.48978691247
2012-03-08,134976.2695058325,824183.1449752699,2128373.8085505106,4534477.984427074,3608451.590895951,117826.0877736354
2012-03-09,134954.27241980284,824163.5875131503,2128415.776749515,4534458.390441708,3608389.5426242305,117803.71650542249
2012-03-10,134932.38329063455,824143.8094650175,2128456.990804876,4534436.892250261,3608325.9742361354,117781.3759822737
2012-03-11,134910.6021183276,824123.8108308719,2128497.4507165956,4534413.489852737,3608260.885731666,117759.06620418903
2012-03-12,134888.92890288198,824103.5916107132,2128537.156484672,4534388.183249132,3608194.2771108206,117736.7871711685
2012-03-13,134867.3636442978,824083.1518045422,2128576.1081091072,4534360.972439451,3608126.1483736024,117714.53888321214
2012-03-14,134845.90634257492,824062.4914123579,2128614.305589899,4534331.857423691,3608056.499520009,117692.32134031989
2012-03-15,134824.55699771343,824041.6104341608,2128651.748927049,4534300.8382018525,3607985.330550041,117670.13454249177
2012-03-16,134803.31560971326,824020.5088699509,2128688.438120556,4534267.9147739345,3607912.641463698,117647.97848972777
2012-03-17,134782.1821785745,823999.186719728,2128724.3731704215,4534233.087139939,3607838.4322609818,117625.85318202793
2012-03-18,134761.1567042971,823977.6439834924,2128759.554076644,4534196.355299865,3607762.7029418894,117603.75861939222
2012-03-19,134740.23918688102,823955.8806612439,2128793.9808392245,4534157.719253713,3607685.4535064236,117581.69480182063
2012-03-20,134719.42962632634,823933.8967529826,2128827.653458163,4534117.179001482,3607606.6839545835,117559.6617293132
2012-03-21,134698.728022633,823911.6922587084,2128860.571933459,4534074.734543173,3607526.394286368,117537.6594018699
2012-03-22,134678.13437580102,823889.2671784211,2128892.7362651117,4534030.385878784,3607444.584501778,117515.6878194907
2012-03-23,134657.64868583038,823866.6215121213,2128924.1464531235,4533984.133008318,3607361.2546008136,117493.74698217565
2012-03-24,134637.27095272116,823843.7552598084,2128954.8024974917,4533935.975931774,3607276.4045834746,117471.83688992477
2012-03-25,134617.00117647328,823820.6684214828,2128984.7043982185,4533885.91464915,3607190.0344497613,117449.957542738
2012-03-26,134596.83935708675,823797.3609971441,2129013.8521553027,4533833.949160448,3607102.144199673,117428.10894061536
2012-03-27,134576.78549456154,823773.8329867927,2129042.245768744,4533780.079465668,3607012.7338332096,117406.29108355685
2012-03-28,134556.83958889777,823750.0843904286,2129069.8852385436,4533724.30556481,3606921.803350373,117384.50397156249
2012-03-29,134537.0016400953,823726.1152080514,2129096.7705647005,4533666.627457872,3606829.352751162,117362.74760463226
2012-03-30,134517.27164815422,823701.9254396614,2129122.9017472155,4533607.045144858,3606735.382035576,117341.02198276618
2012-03-31,134497.64961307446,823677.5150852585,2129148.2787860874,4533545.558625763,3606639.8912036144,117319.32710596418
2012-04-01,134478.1355348561,823652.8841448427,2129172.9016813175,4533482.16790059,3606542.880255279,117297.66297422638
2012-04-02,134458.72941349912,823628.0326184141,2129196.7704329058,4533416.87296934,3606444.3491905695,117276.02958755268
2012-04-03,134439.43124900345,823602.9605059727,2129219.885040851,4533349.6738320105,3606344.298009485,117254.42694594312
2012-04-04,134420.24104136918,823577.6678075185,2129242.245505154,4533280.570488603,3606242.726712026,117232.8550493977
2012-04-05,134401.15879059624,823552.1545230511,2129263.851825814,4533209.562939116,3606139.635298192,117211.31389791639
2012-04-06,134382.18449668467,823526.4206525711,2129284.704002833,4533136.651183551,3606035.023767984,117189.80349149925
2012-04-07,134363.31815963448,823500.4661960782,2129304.802036209,4533061.835221908,3605928.8921214016,117168.32383014623
2012-04-08,134344.55977944564,823474.2911535725,2129324.145925943,4532985.115054186,3605821.2403584444,117146.87491385735
2012-04-09,134325.90935611815,823447.8955250538,2129342.7356720334,4532906.490680387,3605712.0684791123,117125.45674263258
2012-04-10,134307.36688965204,823421.2793105224,2129360.5712744826,4532825.962100508,3605601.376483406,117104.06931647196
2012-04-11,134288.93238004728,823394.4425099778,2129377.6527332887,4532743.529314551,3605489.1643713247,117082.71263537547
2012-04-12,134270.60582730387,823367.3851234207,2129393.9800484534,4532659.192322515,3605375.4321428696,117061.38669934313
2012-04-13,134252.38723142183,823340.1071508507,2129409.5532199754,4532572.951124402,3605260.1797980396,117040.09150837493
2012-04-14,134234.27659240115,823312.6085922676,2129424.372247855,4532484.805720208,3605143.407336835,117018.82706247082
2012-04-15,134216.27391024184,823284.8894476721,2129438.437132092,4532394.756109938,3605025.114759256,116997.59336163089
2012-04-16,134198.3791849439,823256.9497170632,2129451.7478726874,4532302.802293588,3604905.3020653026,116976.39040585508
2012-04-17,134180.59241650728,823228.7894004418,2129464.3044696394,4532208.94427116,3604783.9692549743,116955.21819514342
2012-04-18,134162.91360493205,823200.4084978072,2129476.10692295,4532113.182042654,3604661.116328271,116934.07672949586
2012-04-19,134145.34275021817,823171.80700916,2129487.155232618,4532015.5156080695,3604536.743285194,116912.96600891248
2012-04-20,134127.87985236567,823142.9849345,2129497.4493986433,4531915.944967406,3604410.850125742,116891.8860333932
2012-04-21,134110.52491137452,823113.9422738269,2129506.989421027,4531814.470120665,3604283.4368499154,116870.83680293805
2012-04-22,134093.27792724472,823084.6790271411,2129515.775299767,4531711.091067844,3604154.503457714,116849.81831754703
2012-04-23,134076.1388999763,823055.1951944424,2129523.8070348664,4531605.807808947,3604024.0499491394,116828.83057722021
2012-04-24,134059.10782956923,823025.4907757307,2129531.084626322,4531498.620343969,3603892.076324189,116807.87358195746
2012-04-25,134042.1847160235,822995.5657710063,2129537.608074136,4531389.528672913,3603758.582582864,116786.94733175884
2012-04-26,134025.36955933916,822965.420180269,2129543.3773783077,4531278.532795779,3603623.568725165,116766.05182662437
2012-04-27,134008.66235951617,822935.0540035188,2129548.3925388367,4531165.632712567,3603487.034751091,116745.18706655406
2012-04-28,133992.06311655455,822904.4672407557,2129552.653555724,4531050.828423277,3603348.980660643,116724.35305154786
2012-04-29,133975.57183045428,822873.6598919798,2129556.1604289683,4530934.119927907,3603209.40645382,116703.5497816058
2012-04-30,133959.1885012154,822842.6319571912,2129558.9131585704,4530815.50722646,3603068.3121306226,116682.77725672789
2012-05-01,133942.91312883783,822811.3834363895,2129560.9117445303,4530694.9903189335,3602925.697691051,116662.0354769141
2012-05-02,133926.74571332164,822779.9143295749,2129562.1561868475,4530572.569205329,3602781.5631351043,116641.32444216445
2012-05-03,133910.68625466683,822748.2246367475,2129562.6464855224,4530448.243885646,3602635.9084627824,116620.6441524789
2012-05-04,133894.73475287337,822716.3143579075,2129562.3826405555,4530322.014359884,3602488.7336740876,116599.99460785753
2012-05-05,133878.89120794128,822684.1834930545,2129561.3646519464,4530193.880628045,3602340.038769017,116579.37580830028
2012-05-06,133863.15561987052,822651.8320421885,2129559.592519694,4530063.842690125,3602189.8237475725,116558.78775380716
2012-05-07,133847.52798866114,822619.2600053097,2129557.0662438,4529931.900546128,3602038.088609753,116538.23044437818
2012-05-08,133832.00831431313,822586.4673824179,2129553.785824263,4529798.054196052,3601884.833355559,116517.70388001332
2012-05-09,133816.59659682645,822553.4541735135,2129549.7512610843,4529662.303639899,3601730.057984991,116497.20806071261
2012-05-10,133801.29283620117,822520.2203785961,2129544.9625542634,4529524.648877667,3601573.762498048,116476.74298647605
2012-05-11,133786.09703243725,822486.7659976658,2129539.4197037993,4529385.089909356,3601415.9468947304,116456.3086573036
2012-05-12,133771.0091855347,822453.0910307227,2129533.122709694,4529243.626734968,3601256.611175039,116435.9050731953
2012-05-13,133756.02929549344,822419.1954777667,2129526.071571945,4529100.259354499,3601095.7553389715,116415.5322341511
2012-05-14,133741.1573623136,822385.0793387977,2129518.266290555,4528954.9877679525,3600933.3793865303,116395.19014017106
2012-05-15,133726.39338599512,822350.7426138162,2129509.706865522,4528807.811975328,3600769.483317715,116374.87879125516
2012-05-16,133711.73736653797,822316.1853028217,2129500.393296846,4528658.7319766255,3600604.0671325247,116354.5981874034
2012-05-17,133697.1893039422,822281.4074058142,2129490.325584529,4528507.747771844,3600437.1308309594,116334.34832861574
2012-05-18,133682.74919820778,822246.4089227938,2129479.5037285686,4528354.859360984,3600268.67441302,116314.12921489224
2012-05-19,133668.41704933476,822211.1898537608,2129467.927728967,4528200.066744046,3600098.6978787067,116293.9408462329
2012-05-20,133654.19285732304,822175.7501987147,2129455.597585722,4528043.369921029,3599927.201228018,116273.78322263763
2012-05-21,133640.07662217272,822140.0899576559,2129442.5132988347,4527884.768891932,3599754.1844609547,116253.65634410655
2012-05-22,133626.06834388373,822104.2091305838,2129428.674868305,4527724.263656758,3599579.6475775167,116233.56021063957
2012-05-23,133612.1680224561,822068.1077174994,2129414.0822941335,4527561.854215506,3599403.590577705,116213.49482223674
2012-05-24,133598.3756578899,822031.785718402,2129398.7355763195,4527397.540568177,3599226.013461519,116193.46017889807
2012-05-25,133584.69125018502,821995.2431332916,2129382.6347148633,4527231.3227147665,3599046.916228957,116173.4562806235
2012-05-26,133571.1147993415,821958.4799621685,2129365.7797097648,4527063.20065528,3598866.298880022,116153.48312741308
2012-05-27,133557.64630535932,821921.4962050323,2129348.1705610235,4526893.1743897125,3598684.161414711,116133.54071926678
2012-05-28,133544.28576823854,821884.2918618834,2129329.80726864,4526721.243918069,3598500.5038330257,116113.62905618463
2012-05-29,133531.03318797908,821846.8669327216,2129310.6898326143,4526547.4092403455,3598315.326134966,116093.7481381666
2012-05-30,133517.888564581,821809.221417547,2129290.8182529463,4526371.670356544,3598128.6283205324,116073.89796521273
2012-05-31,133504.8518980443,821771.3553163593,2129270.1925296355,4526194.0272666635,3597940.4103897233,116054.07853732296
2012-06-01,133491.9231883689,821733.2686291591,2129248.812662683,4526014.479970705,3597750.6723425407,116034.28985449734
2012-06-02,133479.1024355549,821694.9613559458,2129226.6786520877,4525833.028468668,3597559.414178983,116014.53191673585
2012-06-03,133466.3896396023,821656.4334967197,2129203.7904978506,4525649.672760554,3597366.635899051,115994.80472403852
2012-06-04,133453.78480051103,821617.6850514808,2129180.1481999713,4525464.41284636,3597172.337502744,115975.10827640531
2012-06-05,133441.28791828107,821578.7160202288,2129155.751758449,4525277.248726087,3596976.518990062,115955.4425738362
2012-06-06,133428.89899291252,821539.5264029641,2129130.601173284,4525088.180399735,3596779.1803610064,115935.80761633127
2012-06-07,133416.61802440535,821500.1161996867,2129104.6964444774,4524897.207867308,3596580.3216155763,115916.20340389047
2012-06-08,133404.4450127595,821460.4854103962,2129078.0375720286,4524704.3311288,3596379.9427537713,115896.62993651378
2012-06-09,133392.379957975,821420.634035093,2129050.6245559365,4524509.550184214,3596178.043775591,115877.08721420124
2012-06-10,133380.4228600519,821380.5620737768,2129022.4573962027,4524312.865033549,3595974.624681038,115857.57523695283
2012-06-11,133368.57371899017,821340.2695264479,2128993.536092827,4524114.275676806,3595769.685470109,115838.09400476856
2012-06-12,133356.83253478978,821299.756393106,2128963.8606458083,4523913.782113985,3595563.2261428055,115818.64351764844
2012-06-13,133345.19930745073,821259.0226737512,2128933.431055147,4523711.384345084,3595355.2466991283,115799.22377559243
2012-06-14,133333.67403697307,821218.0683683836,2128902.2473208443,4523507.082370106,3595145.7471390753,115779.83477860055
2012-06-15,133322.25672335678,821176.8934770031,2128870.3094428987,4523300.876189049,3594934.7274626484,115760.47652667282
2012-06-16,133310.94736660182,821135.4979996097,2128837.617421311,4523092.765801914,3594722.187669847,115741.1490198092
2012-06-17,133299.74596670823,821093.8819362036,2128804.1712560803,4522882.7512087,3594508.127760671,115721.85225800975
2012-06-18,133288.65252367602,821052.0452867846,2128769.9709472083,4522670.832409409,3594292.547735121,115702.58624127443
2012-06-19,133277.66703750513,821009.9880513526,2128735.0164946932,4522457.009404037,3594075.4475931954,115683.35096960323
2012-06-20,133266.78950819562,820967.7102299079,2128699.307898536,4522241.282192589,3593856.8273348957,115664.14644299616
2012-06-21,133256.0199357475,820925.2118224503,2128662.8451587367,4522023.650775062,3593636.6869602217,115644.97266145326
2012-06-22,133245.3583201607,820882.4928289797,2128625.628275295,4521804.115151456,3593415.026469173,115625.82962497446
2012-06-23,133234.8046614353,820839.5532494964,2128587.65724821,4521582.675321771,3593191.8458617493,115606.7173335598
2012-06-24,133224.35895957123,820796.3930840001,2128548.9320774837,4521359.331286008,3592967.1451379512,115587.63578720926
2012-06-25,133214.02121456852,820753.0123324911,2128509.4527631146,4521134.083044166,3592740.924297779,115568.58498592289
2012-06-26,133203.7914264272,820709.4109949691,2128469.2193051036,4520906.930596246,3592513.183341232,115549.56492970063
2012-06-27,133193.6695951472,820665.5890714342,2128428.23170345,4520677.8739422485,3592283.9222683106,115530.57561854253
2012-06-28,133183.6557207286,820621.5465618866,2128386.489958154,4520446.913082171,3592053.141079014,115511.61705244854
2012-06-29,133173.74980317132,820577.2834663261,2128343.994069216,4520214.048016015,3591820.839773344,115492.68923141868
2012-06-30,133163.95184247542,820532.7997847525,2128300.744036635,4519979.278743782,3591587.0183512988,115473.79215545296
2012-07-01,133154.2618386409,820488.0955171663,2128256.7398604117,4519742.60526547,3591351.6768128783,115454.92582455138
2012-07-02,133144.67979166773,820443.1706635673,2128211.9815405468,4519504.02758108,3591114.815158085,115436.09023871395
2012-07-03,133135.18304555205,820398.3181220309,2128167.481276667,4519266.333379171,3590878.7140924297,115417.3006028757
2012-07-04,133125.74894428998,820353.8307906331,2128124.2512684027,4519032.310348305,3590645.654321427,115398.57212197164
2012-07-05,133116.37748788157,820309.708669374,2128082.2915157527,4518801.95848848,3590415.635845078,115379.90479600184
2012-07-06,133107.0686763268,820265.9517582535,2128041.602018717,4518575.2777996985,3590188.6586633828,115361.29862496625
2012-07-07,133097.8225096256,820222.5600572714,2128002.1827772963,4518352.26828196,3589964.7227763394,115342.75360886489
2012-07-08,133088.6389877781,820179.5335664281,2127964.0337914904,4518132.929935263,3589743.8281839495,115324.26974769778
2012-07-09,133079.5181107842,820136.8722857232,2127927.1550612985,4517917.262759609,3589525.9748862125,115305.84704146488
2012-07-10,133070.45987864395,820094.5762151569,2127891.546586721,4517705.266754997,3589311.162883129,115287.48549016622
2012-07-11,133061.46429135726,820052.6453547291,2127857.208367758,4517496.941921426,3589099.392174698,115269.18509380176
2012-07-12,133052.5313489243,820011.07970444,2127824.14040441,4517292.288258898,3588890.6627609194,115250.94585237154
2012-07-13,133043.6610513449,819969.8792642893,2127792.342696676,4517091.305767413,3588684.9746417943,115232.76776587553
2012-07-14,133034.85339861913,819929.0440342772,2127761.8152445573,4516893.9944469705,3588482.3278173236,115214.65083431378
2012-07-15,133026.10839074705,819888.5740144039,2127732.5580480527,4516700.35429757,3588282.7222875045,115196.59505768625
2012-07-16,133017.42602772856,819848.4692046691,2127704.5711071636,4516510.385319212,3588086.1580523388,115178.60043599295
2012-07-17,133008.80630956372,819808.7296050726,2127677.8544218875,4516324.087511897,3587892.635111826,115160.66696923386
2012-07-18,133000.24923625245,819769.3552156149,2127652.407992227,4516141.460875623,3587702.1534659658,115142.79465740902
2012-07-19,132991.75480779484,819730.3460362956,2127628.231818181,4515962.505410392,3587514.713114759,115124.98350051836
2012-07-20,132983.32302419088,819691.7020671151,2127605.3258997495,4515787.221116203,3587330.3140582056,115107.23349856197
2012-07-21,132974.95388544054,819653.4233080731,2127583.6902369326,4515615.607993056,3587148.9562963047,115089.54465153979
2012-07-22,132966.64739154384,819615.5097591695,2127563.3248297297,4515447.666040952,3586970.6398290577,115071.91695945186
2012-07-23,132958.40354250075,819577.9614204046,2127544.229678142,4515283.395259891,3586795.3646564623,115054.35042229814
2012-07-24,132950.22233831132,819540.7782917783,2127526.4047821686,4515122.795649871,3586623.1307785213,115036.84504007867
2012-07-25,132942.10377897552,819503.9603732903,2127509.8501418103,4514965.867210895,3586453.9381952323,115019.4008127934
2012-07-26,132934.0478644933,819467.5076649411,2127494.5657570655,4514812.60994296,3586287.7869065967,115002.01774044234
2012-07-27,132926.05459486475,819431.4201667306,2127480.5516279363,4514663.0238460675,3586124.676912614,114984.69582302556
2012-07-28,132918.12397008983,819395.6978786585,2127467.8077544216,4514517.1089202175,3585964.608213285,114967.43506054298
2012-07-29,132910.25599016855,819360.340800725,2127456.3341365205,4514374.86516541,3585807.580808609,114950.23545299463
2012-07-30,132902.45065510087,819325.34893293,2127446.1307742344,4514236.292581645,3585653.5946985856,114933.0970003805
2012-07-31,132894.70796488682,819290.7222752735,2127437.197667563,4514101.391168921,3585502.6498832144,114916.01970270059
2012-08-01,132887.02791952642,819256.4608277557,2127429.5348165063,4513970.16092724,3585354.746362497,114899.00355995494
2012-08-02,132879.41051901964,819222.5645903765,2127423.1422210643,4513842.601856602,3585209.8841364323,114882.04857214348
2012-08-03,132871.8557633665,819189.0335631359,2127418.019881237,4513718.713957007,3585068.0632050214,114865.15473926628
2012-08-04,132864.363652567,819155.8677460339,2127414.1677970234,4513598.497228454,3584929.2835682635,114848.3220613233
2012-08-05,132856.93418662107,819123.0671390704,2127411.5859684246,4513481.951670942,3584793.545226158,114831.5505383145
2012-08-06,132849.5673655288,819090.6317422453,2127410.2743954407,4513369.077284473,3584660.8481787057,114814.84017023996
2012-08-07,132842.2631892902,819058.5615555589,2127410.2330780714,4513259.874069047,3584531.1924259067,114798.19095709968
2012-08-08,132835.0216579052,819026.856579011,2127411.462016316,4513154.342024662,3584404.5779677597,114781.60289889359
2012-08-09,132827.84277137383,818995.5168126018,2127413.9612101763,4513052.481151321,3584281.004804267,114765.07599562177
2012-08-10,132820.72652969608,818964.5422563312,2127417.73065965,4512954.291449021,3584160.472935426,114748.61024728412
2012-08-11,132813.672932872,818933.9329101989,2127422.770364739,4512859.772917764,3584042.9823612394,114732.20565388072
2012-08-12,132806.68198090149,818903.6887742053,2127429.0803254424,4512768.925557548,3583928.5330817048,114715.86221541153
2012-08-13,132799.75367378464,818873.8098483504,2127436.6605417603,4512681.749368377,3583817.125096824,114699.57993187661
2012-08-14,132792.88801152146,818844.2961326339,2127445.511013693,4512598.244350245,3583708.7584065963,114683.3588032759
2012-08-15,132786.08499411185,818815.1476270561,2127455.63174124,4512518.410503159,3583603.4330110215,114667.1988296094
2012-08-16,132779.34462155594,818786.3643316168,2127467.022724401,4512442.247827113,3583501.1489100987,114651.10001087716
2012-08-17,132772.66689385357,818757.946246316,2127479.683963178,4512369.75632211,3583401.90610383,114635.06234707912
2012-08-18,132766.0518110049,818729.8933711541,2127493.615457569,4512300.93598815,3583305.7045922144,114619.08583821531
2012-08-19,132759.49937300984,818702.2057061305,2127508.8172075744,4512235.786825231,3583212.544375251,114603.17048428574
2012-08-20,132753.00957986838,818674.8832512452,2127525.2892131936,4512174.308833355,3583122.4254529406,114587.31628529038
2012-08-21,132746.58243158058,818647.9260064989,2127543.0314744283,4512116.502012521,3583035.3478252837,114571.52324122924
2012-08-22,132740.2179281464,818621.3339718909,2127562.0439912775,4512062.366362731,3582951.31149228,114555.79135210237
2012-08-23,132733.91606956584,818595.1071474216,2127582.3267637407,4512011.901883981,3582870.3164539295,114540.12061790969
2012-08-24,132727.67685583894,818569.2455330909,2127603.879791819,4511965.1085762745,3582792.3627102314,114524.51103865125
2012-08-25,132721.50028696566,818543.7491288988,2127626.7030755123,4511921.986439611,3582717.450261187,114508.96261432706
2012-08-26,132715.38636294598,818518.6179348452,2127650.796614819,4511882.535473988,3582645.579106795,114493.47534493705
2012-08-27,132709.33508377997,818493.8519509301,2127676.160409741,4511846.755679409,3582576.7492470555,114478.0492304813
2012-08-28,132703.3464494676,818469.4511771535,2127702.7944602775,4511814.647055871,3582510.9606819698,114462.68427095975
2012-08-29,132697.42046000884,818445.4156135159,2127730.698766429,4511786.209603377,3582448.2134115375,114447.38046637247
2012-08-30,132691.5571154037,818421.7452600165,2127759.8733281945,4511761.443321925,3582388.507435758,114432.1378167194
2012-08-31,132685.7564156522,818398.4401166555,2127790.3181455745,4511740.348211515,3582331.8427546313,114416.95632200054
2012-09-01,132680.0183607543,818375.5001834333,2127822.0332185687,4511722.924272146,3582278.2193681565,114401.83598221591
2012-09-02,132674.34295071004,818352.9254603497,2127855.018547178,4511709.17150382,3582227.6372763366,114386.77679736551
2012-09-03,132668.73018551947,818330.7159474047,2127889.274131402,4511699.089906538,3582180.096479169,114371.77876744934
2012-09-04,132663.18006518245,818308.8716445982,2127924.7999712406,4511692.679480297,3582135.5969766546,114356.84189246742
2012-09-05,132657.69258969912,818287.3925519302,2127961.5960666933,4511689.940225098,3582094.1387687926,114341.96617241969
2012-09-06,132652.2677590694,818266.278669401,2127999.662417761,4511690.872140943,3582055.7218555845,114327.15160730621
2012-09-07,132646.90557329328,818245.5299970101,2128038.999024443,4511695.475227828,3582020.346237028,114312.39819712695
2012-09-08,132641.60603237082,818225.1465347579,2128079.6058867397,4511703.749485757,3581988.011913126,114297.70594188193
2012-09-09,132636.36913630198,818205.1282826441,2128121.48300465,4511715.6949147275,3581958.7188838767,114283.07484157111
2012-09-10,132631.19488508676,818185.4752406691,2128164.6303781765,4511731.311514741,3581932.46714928,114268.50489619454
2012-09-11,132626.08327872521,818166.1874088326,2128209.048007317,4511750.599285798,3581909.256709337,114253.99610575222
2012-09-12,132621.03431721727,818147.2647871347,2128254.735892072,4511773.558227895,3581889.087564047,114239.54847024409
2012-09-13,132616.04800056294,818128.7073755752,2128301.694032441,4511800.188341035,3581871.9597134087,114225.16198967017
2012-09-14,132611.12432876226,818110.5151741544,2128349.922428425,4511830.489625217,3581857.8731574244,114210.8366640305
2012-09-15,132606.26330181523,818092.6881828721,2128399.4210800235,4511864.462080442,3581846.827896093,114196.57249332507
2012-09-16,132601.4649197218,818075.2264017286,2128450.189987237,4511902.10570671,3581838.823929415,114182.36947755388
2012-09-17,132596.729182482,818058.1298307234,2128502.2291500643,4511943.42050402,3581833.861257389,114168.22761671687
2012-09-18,132592.0560900958,818041.3984698568,2128555.538568507,4511988.406472372,3581831.9398800167,114154.14691081413
2012-09-19,132587.4456425633,818025.032319129,2128610.1182425637,4512037.063611767,3581833.059797298,114140.1273598456
2012-09-20,132582.8978398844,818009.0313785394,2128665.9681722354,4512089.391922204,3581837.2210092316,114126.16896381129
2012-09-21,132578.4126820591,817993.3956480885,2128723.0883575208,4512145.3914036825,3581844.423515818,114112.27172271123
2012-09-22,132573.99016908745,817978.1251277762,2128781.4787984216,4512205.062056204,3581854.6673170584,114098.43563654537
2012-09-23,132569.63030096947,817963.2198176027,2128841.139494937,4512268.403879767,3581867.9524129513,114084.66070531376
2012-09-24,132565.3330777051,817948.6797175675,2128902.0704470663,4512335.416874373,3581884.2788034966,114070.94692901638
2012-09-25,132561.0984992943,817934.5048276709,2128964.2716548108,4512406.101040022,3581903.646488696,114057.29430765318
2012-09-26,132556.9265657372,817920.695147913,2129027.7431181697,4512480.456376714,3581926.0554685476,114043.70284122427
2012-09-27,132552.8172770337,817907.2506782934,2129092.4848371428,4512558.482884446,3581951.5057430523,114030.17252972953
2012-09-28,132548.77063318386,817894.1714188126,2129158.496811731,4512640.180563222,3581979.9973122105,114016.70337316908
2012-09-29,132544.7866341876,817881.4573694702,2129225.779041933,4512725.549413039,3582011.530176021,114003.2953715428
2012-09-30,132540.865280045,817869.1085302663,2129294.33152775,4512814.589433899,3582046.1043344857,113989.94852485078
2012-10-01,132537.00657075603,817857.1249012013,2129364.154269182,4512907.300625803,3582083.719787603,113976.66283309298
2012-10-02,132533.2105063207,817845.5064822749,2129435.2472662283,4513003.682988749,3582124.376535373,113963.43829626942
2012-10-03,132529.47708673897,817834.2532734867,2129507.610518889,4513103.736522734,3582168.074577795,113950.27491438005
2012-10-04,132525.8063120109,817823.3652748372,2129581.2440271643,4513207.461227764,3582214.8139148713,113937.17268742493
2012-10-05,132522.19818213643,817812.8424863265,2129656.147791054,4513314.857103836,3582264.5945466002,113924.13161540403
2012-10-06,132518.6526971156,817802.684907954,2129732.3218105584,4513425.924150951,3582317.4164729826,113911.15169831738
2012-10-07,132515.16985694843,817792.8925397204,2129809.766085678,4513540.662369108,3582373.279694018,113898.23293616495
2012-10-08,132511.74966163488,817783.4653816251,2129888.480616411,4513659.071758307,3582432.1842097063,113885.37532894676
2012-10-09,132508.39211117494,817774.4034336685,2129968.4654027596,4513781.152318548,3582494.1300200475,113872.57887666278
2012-10-10,132505.09720556866,817765.7066958506,2130049.7204447226,4513906.904049831,3582559.1171250422,113859.84357931303
2012-10-11,132501.86494481596,817757.3751681709,2130132.245742299,4514036.326952157,3582627.145524688,113847.16943689746
2012-10-12,132498.69532891692,817749.40885063,2130216.041295491,4514169.421025526,3582698.215218989,113834.55644941617
2012-10-13,132495.5883578715,817741.8077432277,2130301.1071042977,4514306.186269936,3582772.326207942,113822.00461686909
2012-10-14,132492.54403167975,817734.571845964,2130387.443168719,4514446.6226853905,3582849.478491549,113809.51393925626
2012-10-15,132489.56235034158,817727.7011588387,2130475.049488754,4514590.730271885,3582929.6720698085,113797.08441657765
2012-10-16,132486.64331385706,817721.195681852,2130563.926064404,4514738.509029423,3583012.90694272,113784.71604883326
2012-10-17,132483.78692222617,817715.055415004,2130654.072895669,4514889.958958003,3583099.1831102856,113772.40883602311
2012-10-18,132480.9931754489,817709.2803582945,2130745.489982548,4515045.080057626,3583188.5005725045,113760.16277814716
2012-10-19,132478.26207352526,817703.8705117234,2130838.177325042,4515203.87232829,3583280.8593293754,113747.97787520544
2012-10-20,132475.59361645527,817698.8258752911,2130932.1349231503,4515366.335769998,3583376.2593809003,113735.85412719798
2012-10-21,132472.9878042389,817694.1464489973,2131027.362776873,4515532.470382746,3583474.700727077,113723.79153412471
2012-10-22,132470.44463687617,817689.832232842,2131123.8608862106,4515702.276166539,3583576.183367908,113711.79009598568
2012-10-23,132467.96411436703,817685.8832268254,2131221.6292511625,4515875.753121372,3583680.707303391,113699.84981278089
2012-10-24,132465.54623671155,817682.2994309474,2131320.6678717295,4516052.901247249,3583788.272533528,113687.9706845103
2012-10-25,132463.1910039097,817679.0808452079,2131420.9767479105,4516233.720544169,3583898.8790583177,113676.15271117397
2012-10-26,132460.89841596148,817676.2274696068,2131522.555879706,4516418.21101213,3584012.5268777604,113664.39589277185
2012-10-27,132458.6684728669,817673.7393041445,2131625.4052671166,4516606.372651133,3584129.215991856,113652.70022930397
2012-10-28,132456.50117462594,817671.6163488205,2131729.5249101417,4516798.20546118,3584248.9464006047,113641.06572077032
2012-10-29,132454.39652123864,817669.8586036353,2131834.914808781,4516993.709442268,3584371.7181040063,113629.49236717087
2012-10-30,132452.35451270491,817668.4660685888,2131941.574963035,4517192.884594399,3584497.531102061,113617.98016850567
2012-10-31,132450.37514902483,817667.4387436805,2132049.5053729033,4517395.73091757,3584626.385394768,113606.52912477468
2012-11-01,132448.45843019837,817666.7766289108,2132158.706038386,4517602.248411786,3584758.2809821283,113595.13923597793
2012-11-02,132446.60435622558,817666.47972428,2132269.1769594843,4517812.4370770445,3584893.2178641427,113583.81050211542
2012-11-03,132444.8129271064,817666.5480297876,2132380.9181361967,4518026.296913344,3585031.19604081,113572.54292318711
2012-11-04,132443.08414284085,817666.9815454336,2132493.929568523,4518243.827920686,3585172.215512129,113561.33649919303
2012-11-05,132441.41800342893,817667.7802712185,2132608.211256465,4518465.030099072,3585316.2762781023,113550.19123013318
2012-11-06,132439.81450887062,817668.9442071416,2132723.7632000204,4518689.903448498,3585463.378338728,113539.10711600757
