year,r_under_0.1,r_0.2-0.4,r_0.5-0.7,r_0.8-1.0,r_1.1-1.5,r_1.6-2.0
2014-02-07,139123.9623639718,864527.112208026,2333488.153823195,5000700.667051576,3963003.293283416,116436.82061678852
2014-02-08,139158.72820723872,864768.3956458316,2334317.563032176,5002547.944400195,3964459.5340485116,116467.92692300606
2014-02-09,139193.59131058655,865010.373784904,2335148.8370874003,5004398.608085723,3965918.421492163,116499.15856736476
2014-02-10,139228.55167401533,865253.046625244,2335981.975988868,5006252.658108161,3967379.955614371,116530.5155498647
2014-02-11,139263.60929752505,865496.4141668507,2336816.979736579,5008110.094467508,3968844.1364151356,116561.99787050579
2014-02-12,139298.76418111572,865740.4764097249,2337653.8483305336,5009970.917163764,3970310.9638944566,116593.60552928809
2014-02-13,139334.01632478737,865985.233353866,2338492.5817707316,5011835.126196931,3971780.4380523344,116625.3385262116
2014-02-14,139369.3657285399,866230.6849992741,2339333.1800571727,5013702.721567005,3973252.558888767,116657.19686127629
2014-02-15,139404.81239237342,866476.8313459494,2340175.6431898572,5015573.70327399,3974727.326403757,116689.18053448216
2014-02-16,139440.35631628786,866723.672393892,2341019.971168785,5017448.071317883,3976204.7405973035,116721.28954582923
2014-02-17,139475.99750028324,866971.2081431013,2341866.1639939565,5019325.825698687,3977684.801469406,116753.5238953175
2014-02-18,139511.7359443596,867219.4385935781,2342714.221665371,5021206.966416401,3979167.509020065,116785.88358294698
2014-02-19,139547.57164851684,867468.3637453219,2343564.144183029,5023091.493471022,3980652.8632492796,116818.36860871763
2014-02-20,139583.50461275503,867717.9835983326,2344415.93154693,5024979.406862553,3982140.864157051,116850.97897262947
2014-02-21,139619.53483707423,867968.2981526108,2345269.583757075,5026870.706590995,3983631.511743379,116883.71467468253
2014-02-22,139655.66232147434,868219.3074081559,2346125.100813464,5028765.392656346,3985124.806008264,116916.57571487679
2014-02-23,139691.88706595538,868471.011364968,2346982.482716095,5030663.465058605,3986620.7469517044,116949.56209321223
2014-02-24,139728.2090705174,868723.4100230474,2347841.7294649705,5032564.923797775,3988119.3345737015,116982.67380968887
2014-02-25,139764.62833516032,868976.5033823939,2348702.841060089,5034469.768873854,3989620.568874255,117015.91086430667
2014-02-26,139801.14485988423,869230.2914430075,2349565.817501451,5036378.000286843,3991124.4498533653,117049.27325706571
2014-02-27,139837.75864468902,869484.7742048879,2350430.6587890554,5038289.6180367395,3992630.9775110306,117082.76098796593
2014-02-28,139874.4696895748,869739.9516680357,2351297.364922904,5040204.622123546,3994140.1518472526,117116.37405700734
2014-03-01,139911.2779945415,869995.8238324508,2352165.935902996,5042123.012547264,3995651.9728620313,117150.11246418995
2014-03-02,139948.18355958918,870252.3906981328,2353036.371729331,5044044.789307889,3997166.4405553667,117183.97620951374
2014-03-03,139985.18638471776,870509.6522650818,2353908.6724019097,5045969.952405424,3998683.554927258,117217.96529297874
2014-03-04,140022.2864699273,870767.608533298,2354782.837920732,5047898.501839868,4000203.315977706,117252.07971458492
2014-03-05,140059.4838152178,871026.2595027814,2355658.8682857975,5049830.437611222,4001725.72370671,117286.31947433233
2014-03-06,140096.77842058922,871285.6051735317,2356536.763497106,5051765.759719485,4003250.7781142704,117320.6845722209
2014-03-07,140134.17028604163,871545.6455455495,2357416.5235546585,5053704.46816466,4004778.479200388,117355.17500825066
2014-03-08,140171.65941157495,871806.380618834,2358298.148458454,5055646.5629467415,4006308.826965061,117389.79078242164
2014-03-09,140209.24579718919,872067.8103933858,2359181.6382084927,5057592.044065733,4007841.8214082904,117424.53189473381
2014-03-10,140246.9294428844,872329.9348692048,2360066.9928047755,5059540.911521634,4009377.4625300765,117459.39834518716
2014-03-11,140284.71034866053,872592.7540462908,2360954.212247301,5061493.165314445,4010915.750330419,117494.39013378172
2014-03-12,140322.5885145176,872856.2679246437,2361843.29653607,5063448.805444164,4012456.6848093164,117529.50726051744
2014-03-13,140360.56394045567,873120.4765042639,2362734.2456710823,5065407.831910794,4014000.2659667716,117564.74972539439
2014-03-14,140398.63662647468,873385.3797851515,2363627.0596523387,5067370.244714333,4015546.493802783,117600.11752841252
2014-03-15,140436.80657257457,873650.9777673058,2364521.7384798373,5069336.0438547805,4017095.3683173507,117635.61066957185
2014-03-16,140475.07377875544,873917.2704507274,2365418.2821535803,5071305.229332139,4018646.889510475,117671.22914887237
2014-03-17,140513.43824501726,874184.2578354161,2366316.6906735664,5073277.801146406,4020201.0573821557,117706.9729663141
2014-03-18,140551.89997136005,874451.9399213719,2367216.964039796,5075253.759297582,4021757.871932393,117742.84212189702
2014-03-19,140590.4589577837,874720.3167085948,2368119.1022522687,5077233.103785668,4023317.3331611846,117778.83661562111
2014-03-20,140629.11520428833,874989.3881970848,2369023.105310985,5079215.834610662,4024879.4410685347,117814.95644748643
2014-03-21,140667.86871087394,875259.1543868418,2369928.973215944,5081201.951772568,4026444.1956544407,117851.20161749292
2014-03-22,140706.71947754046,875529.615277866,2370836.705967147,5083191.455271382,4028011.5969189024,117887.57212564061
2014-03-23,140745.66750428797,875800.7708701575,2371746.303564593,5085184.345107105,4029581.6448619207,117924.0679719295
2014-03-24,140784.71279111638,876072.6211637158,2372657.766008283,5087180.621279739,4031154.339483496,117960.68915635959
2014-03-25,140823.85533802572,876345.1661585415,2373571.0932982164,5089180.283789281,4032729.680783627,117997.43567893085
2014-03-26,140863.09514501604,876618.4058546341,2374486.2854343927,5091183.332635732,4034307.668762314,118034.30753964334
2014-03-27,140902.43221208727,876892.3402519937,2375403.342416812,5093189.767819093,4035888.3034195583,118071.30473849697
2014-03-28,140941.86653923948,877166.9693506208,2376322.2642454756,5095199.589339363,4037471.5847553588,118108.42727549183
2014-03-29,140981.3981264726,877442.2931505147,2377243.050920382,5097212.797196543,4039057.512769715,118145.6751506279
2014-03-30,141021.02697378668,877718.311651676,2378165.702441532,5099229.391390633,4040646.0874626273,118183.04836390514
2014-03-31,141060.7530811817,877995.024854104,2379090.2188089257,5101249.3719216315,4042237.308834097,118220.54691532359
2014-04-01,141100.57644865767,878272.4327577995,2380016.600022562,5103272.73878954,4043831.176884122,118258.17080488321
2014-04-02,141140.49707621455,878550.5353627619,2380944.846082442,5105299.491994357,4045427.6916127047,118295.92003258405
2014-04-03,141180.51496385242,878829.3326689915,2381874.956988566,5107329.631536085,4047026.853019844,118333.79459842609
2014-04-04,141220.63011157123,879108.8246764883,2382806.932740933,5109363.157414721,4048628.661105538,118371.79450240929
2014-04-05,141260.84251937096,879389.0113852521,2383740.773339543,5111400.069630267,4050233.1158697885,118409.9197445337
2014-04-06,141301.15218725163,879669.8927952828,2384676.4787843963,5113440.368182722,4051840.2173125963,118448.17032479933
2014-04-07,141341.55911521328,879951.4689065809,2385614.0490754936,5115484.0530720875,4053449.96543396,118486.54624320613
2014-04-08,141382.06330325583,880233.7397191459,2386553.4842128335,5117531.12429836,4055062.3602338796,118525.0474997541
2014-04-09,141422.66475137934,880516.7052329781,2387494.784196418,5119581.5818615435,4056677.401712356,118563.67409444331
2014-04-10,141463.3634595838,880800.3654480777,2388437.9490262447,5121635.425761636,4058295.089869389,118602.4260272737
2014-04-11,141504.15942786922,881084.720364444,2389382.978702315,5123692.65599864,4059915.424704978,118641.3032982453
2014-04-12,141545.05265623558,881369.7699820775,2390329.873224629,5125753.272572551,4061538.4062191234,118680.30590735807
2014-04-13,141586.0431446829,881655.5143009783,2391278.632593187,5127817.275483373,4063164.034411826,118719.43385461206
2014-04-14,141627.13089321108,881941.9533211461,2392229.2568079876,5129884.664731102,4064792.3092830842,118758.68714000721
2014-04-15,141668.31590182026,882229.087042581,2393181.745869031,5131955.440315742,4066423.230832898,118798.06576354356
2014-04-16,141709.59817051038,882516.915465283,2394136.0997763188,5134029.602237292,4068056.799061269,118837.56972522111
2014-04-17,141750.97769928144,882805.4385892521,2395092.31852985,5136107.150495751,4069693.0139681958,118877.19902503985
2014-04-18,141792.45448813343,883094.6564144883,2396050.402129624,5138188.085091119,4071331.8755536797,118916.95366299979
2014-04-19,141834.02853706642,883384.5689409918,2397010.3505756417,5140272.406023397,4072973.38381772,118956.83363910095
2014-04-20,141875.6998460803,883675.1761687621,2397972.1638679025,5142360.113292583,4074617.5387603156,118996.83895334328
2014-04-21,141917.46841517513,883966.4780977996,2398935.8420064067,5144451.206898679,4076264.340381468,119036.96960572677
2014-04-22,141959.3342443509,884258.4747281042,2399901.384991154,5146545.686841685,4077913.7886811765,119077.2255962515
2014-04-23,142001.29733360765,884551.1660596762,2400868.792822146,5148643.553121601,4079565.883659443,119117.60692491743
2014-04-24,142043.35768294532,884844.5520925152,2401838.06549938,5150744.805738426,4081220.625316264,119158.11359172454
2014-04-25,142085.51529236394,885138.6328266212,2402809.203022858,5152849.44469216,4082878.013651643,119198.74559667284
2014-04-26,142127.77016186347,885433.4082619944,2403782.2053925795,5154957.469982804,4084538.048665577,119239.50293976236
2014-04-27,142170.122291444,885728.8783986345,2404757.072608544,5157068.881610357,4086200.730358068,119280.38562099304
2014-04-28,142212.57168110542,886025.0432365418,2405733.804670752,5159183.679574818,4087866.0587291145,119321.39364036493
2014-04-29,142255.1183308478,886321.9027757163,2406712.401579203,5161301.86387619,4089534.0337787177,119362.52699787801
2014-04-30,142297.76224067115,886619.4570161579,2407692.863333898,5163423.434514471,4091204.655506877,119403.78569353229
2014-05-01,142340.5034105754,886917.7059578664,2408675.1899348362,5165548.391489661,4092877.9239135934,119445.16972732775
2014-05-02,142383.34184056064,887216.6496008424,2409659.3813820183,5167676.734801762,4094553.838998867,119486.67909926444
2014-05-03,142426.2775306268,887516.2879450852,2410645.4376754425,5169808.464450771,4096232.400762695,119528.31380934229
2014-05-04,142469.31048077391,887816.6209905953,2411633.358815111,5171943.580436691,4097913.60920508,119570.07385756137
2014-05-05,142512.44069100195,888117.6487373725,2412623.144801023,5174082.082759518,4099597.464326022,119611.95924392159
2014-05-06,142555.66816131095,888419.3711854167,2413614.795633178,5176223.971419256,4101283.96612552,119653.96996842304
2014-05-07,142598.99289170088,888721.7883347281,2414608.3113115765,5178369.246415903,4102973.114603574,119696.10603106569
2014-05-08,142642.41488217175,889024.9001853066,2415603.6918362183,5180517.907749459,4104664.9097601846,119738.3674318495
2014-05-09,142685.93413272357,889328.7067371521,2416600.9372071032,5182669.955419925,4106359.3515953515,119780.75417077454
2014-05-10,142729.55064335634,889633.2079902648,2417600.0474242326,5184825.389427301,4108056.440109075,119823.26624784077
2014-05-11,142773.26441407006,889938.4039446445,2418601.022487604,5186984.209771585,4109756.1753013534,119865.90366304817
2014-05-12,142817.0754448647,890244.2946002914,2419603.8623972195,5189146.4164527785,4111458.55717219,119908.6664163968
2014-05-13,142860.9837357403,890550.8799572055,2420608.5671530785,5191312.009470883,4113163.585721582,119951.55450788661
2014-05-14,142904.98928669686,890858.1600153865,2421615.1367551805,5193480.988825896,4114871.2609495316,119994.5679375176
2014-05-15,142949.09209773433,891166.134774835,2422623.571203526,5195653.3545178175,4116581.5828560363,120037.7067052898
2014-05-16,142993.29216885276,891474.8042355503,2423633.8704981147,5197829.10654665,4118294.551441097,120080.97081120318
2014-05-17,143037.58950005213,891784.1683975327,2424646.034638947,5200008.2449123915,4120010.166704715,120124.36025525775
2014-05-18,143081.98409133247,892094.2272607823,2425660.063626023,5202190.769615041,4121728.4286468895,120167.87503745356
2014-05-19,143126.4759426937,892404.9808252989,2426675.9574593417,5204376.6806546,4123449.3372676196,120211.5151577905
2014-05-20,143171.06505413592,892716.4290910829,2427693.7161389044,5206565.978031071,4125172.8925669068,120255.28061626869
2014-05-21,143215.75142565905,893028.5720581335,2428713.3396647098,5208758.661744449,4126899.0945447497,120299.17141288804
2014-05-22,143260.53505726316,893341.4097264518,2429734.828036759,5210954.731794738,4128627.94320115,120343.18754764862
2014-05-23,143305.41594894818,893654.9420960369,2430758.181255052,5213154.188181935,4130359.4385361047,120387.32902055036
2014-05-24,143350.39410071418,893969.169166889,2431783.399319588,5215357.030906042,4132093.580549617,120431.5958315933
2014-05-25,143395.4695125611,894284.0909390084,2432810.482230367,5217563.259967059,4133830.3692416856,120475.98798077744
2014-05-26,143440.64218448897,894599.707412395,2433839.42998739,5219772.875364985,4135569.8046123106,120520.5054681028
2014-05-27,143485.91211649776,894916.0185870485,2434870.2425906556,5221985.8770998195,4137311.8866614914,120565.1482935693
2014-05-28,143531.27930858752,895233.024462969,2435902.920040165,5224202.265171565,4139056.6153892283,120609.91645717702
2014-05-29,143576.7437607582,895550.7250401571,2436937.462335918,5226422.0395802185,4140803.9907955234,120654.80995892594
2014-05-30,143622.30547300982,895869.1203186119,2437973.8694779146,5228645.2003257815,4142554.012880373,120699.82879881606
2014-05-31,143667.96444534246,896188.210298334,2439012.1414661543,5230871.747408255,4144306.68164378,120744.97297684738
2014-06-01,143713.72067775598,896507.9949793231,2440052.2783006374,5233101.680827638,4146061.9970857436,120790.2424930199
2014-06-02,143759.57417025045,896828.4743615794,2441094.2799813636,5235335.00058393,4147819.9592062626,120835.63734733357
2014-06-03,143805.52492282586,897149.6484451027,2442138.1465083333,5237571.706677131,4149580.5680053383,120881.15753978847
2014-06-04,143851.57293548223,897471.5172298932,2443183.8778815465,5239811.7991072405,4151343.82348297,120926.80307038456
2014-06-05,143897.71820821948,897794.0807159506,2444231.474101003,5242055.27787426,4153109.725639158,120972.57393912182
2014-06-06,143943.96074103774,898117.3389032756,2445280.9351667026,5244302.14297819,4154878.2744739032,121018.4701460003
2014-06-07,143990.30053393694,898441.2917918672,2446332.261078646,5246552.394419029,4156649.469987204,121064.49169101997
2014-06-08,144036.73758691706,898765.9393817262,2447385.451836833,5248806.032196777,4158423.3121790616,121110.63857418083
2014-06-09,144083.27189997814,899091.2816728521,2448440.5074412627,5251063.056311434,4160199.801049475,121156.9107954829
2014-06-10,144129.90347312018,899417.3186652454,2449497.427891936,5253323.466763003,4161978.9365984458,121203.30835492616
2014-06-11,144176.63230634312,899744.0503589056,2450556.213188853,5255587.263551477,4163760.7188259717,121249.8312525106
2014-06-12,144223.45839964703,900071.476753833,2451616.8633320136,5257854.446676865,4165545.147732055,121296.47948823625
2014-06-13,144270.38175303186,900399.5978500275,2452679.3783214167,5260125.016139159,4167332.2233166937,121343.25306210307
2014-06-14,144317.4023664977,900728.4136474892,2453743.758157064,5262398.971938364,4169121.9455798897,121390.15197411113
2014-06-15,144364.5202400444,901057.9241462178,2454810.0028389543,5264676.314074479,4170914.314521641,121437.17622426033
2014-06-16,144411.7353736721,901388.1293462137,2455878.112367088,5266957.042547503,4172709.3301419495,121484.32581255077
2014-06-17,144459.04776738072,901719.0292474765,2456948.086741465,5269241.157357436,4174506.9924408137,121531.60073898236
2014-06-18,144506.45742117026,902050.6238500064,2458019.925962085,5271528.658504277,4176307.3014182346,121579.00100355517
2014-06-19,144553.96433504083,902382.9131538037,2459093.6300289496,5273819.545988029,4178110.2570742127,121626.52660626918
2014-06-20,144601.56850899226,902715.8971588681,2460169.198942057,5276113.819808692,4179915.8594087465,121674.17754712439
2014-06-21,144649.26994302467,903049.5758651993,2461246.632701407,5278411.4799662605,4181724.1084218356,121721.95382612076
2014-06-22,144697.068637138,903383.9492727979,2462325.931307002,5280712.526460741,4183535.0041134823,121769.85544325838
2014-06-23,144744.9645913323,903719.0173816634,2463407.094758839,5283016.959292131,4185348.546483685,121817.88239853714
2014-06-24,144792.95780560753,904054.7801917961,2464490.1230569193,5285324.778460429,4187164.7355324435,121866.03469195712
2014-06-25,144841.0482799637,904391.2377031959,2465575.0162012437,5287635.983965637,4188983.5712597594,121914.31232351829
2014-06-26,144889.2360144008,904728.3899158628,2466661.7741918107,5289950.575807754,4190805.0536656305,121962.71529322065
2014-06-27,144937.52100891888,905066.2368297968,2467750.397028622,5292268.553986782,4192629.1827500593,122011.24360106421
2014-06-28,144985.9032635179,905404.778444998,2468840.8847116763,5294589.918502718,4194455.958513044,122059.89724704897
2014-06-29,145034.38277819782,905744.0147614663,2469933.2372409743,5296914.669355564,4196285.380954584,122108.67623117493
2014-06-30,145082.95955295872,906083.9457792018,2471027.454616516,5299242.806545321,4198117.450074682,122157.58055344208
2014-07-01,145131.63358780055,906424.5714982041,2472123.5368382996,5301574.330071985,4199952.165873335,122206.6102138504
2014-07-02,145180.40488272332,906765.8919184738,2473221.4839063277,5303909.239935558,4201789.528350544,122255.76521239991
2014-07-03,145229.24303035173,907107.6929997074,2474320.753202106,5306246.5125135,4203628.613210256,122305.00934475294
2014-07-04,145277.96558643386,907448.6905000877,2475418.0890146773,5308580.006070556,4205463.874676144,122354.12538488314
2014-07-05,145326.54214359444,907788.6703793115,2476512.9487255504,5310908.696984184,4207294.388452151,122403.07712845283
2014-07-06,145374.97270183344,908127.6326373785,2477605.3323347233,5313232.585254385,4209120.154538279,122451.86457546195
2014-07-07,145423.25726115084,908465.5772742892,2478695.239842197,5315551.670881158,4210941.172934528,122500.48772591057
2014-07-08,145471.3958215467,908802.5042900433,2479782.6712479717,5317865.953864502,4212757.443640898,122548.94657979866
2014-07-09,145519.38838302097,909138.4136846409,2480867.6265520463,5320175.434204419,4214568.966657388,122597.24113712623
2014-07-10,145567.23494557364,909473.3054580821,2481950.1057544216,5322480.111900908,4216375.7419839995,122645.37139789325
2014-07-11,145614.93550920475,909807.1796103668,2483030.1088550985,5324779.986953971,4218177.769620731,122693.33736209976
2014-07-12,145662.49007391426,910140.0361414948,2484107.6358540757,5327075.0593636045,4219975.049567584,122741.13902974574
2014-07-13,145709.89863970224,910471.8750514665,2485182.686751353,5329365.329129812,4221767.581824559,122788.77640083121
2014-07-14,145757.16120656856,910802.6963402814,2486255.2615469317,5331650.796252591,4223555.366391651,122836.24947535612
2014-07-15,145804.27777451338,911132.5000079402,2487325.3602408106,5333931.460731943,4225338.403268867,122883.55825332053
2014-07-16,145851.24834353657,911461.2860544422,2488392.9828329897,5336207.322567865,4227116.692456202,122930.7027347244
2014-07-17,145898.07291363823,911789.0544797876,2489458.1293234695,5338478.38176036,4228890.233953658,122977.68291956771
2014-07-18,145944.75148481826,912115.8052839766,2490520.7997122505,5340744.6383094285,4230659.027761234,123024.49880785054
2014-07-19,145991.2840570768,912441.5384670093,2491580.993999332,5343006.09221507,4232423.073878933,123071.15039957284
2014-07-20,146037.6706304137,912766.2540288853,2492638.712184714,5345262.743477282,4234182.37230675,123117.63769473459
2014-07-21,146083.91120482906,913089.9519696048,2493693.9542683973,5347514.592096067,4235936.92304469,123163.96069333582
2014-07-22,146130.00578032274,913412.6322891677,2494746.72025038,5349761.638071424,4237686.726092749,123210.11939537653
2014-07-23,146175.95435689494,913734.2949875743,2495797.0101306643,5352003.881403354,4239431.78145093,123256.1138008567
2014-07-24,146221.75693454553,914054.9400648241,2496844.8239092487,5354241.322091855,4241172.089119231,123301.94390977635
2014-07-25,146267.41351327457,914374.5675209176,2497890.1615861347,5356473.9601369295,4242907.649097654,123347.60972213549
2014-07-26,146312.924093082,914693.1773558544,2498933.0231613196,5358701.795538575,4244638.461386195,123393.11123793406
2014-07-27,146358.28867396785,915010.7695696349,2499973.4086348065,5360924.828296794,4246364.525984859,123438.44845717213
2014-07-28,146403.50725593214,915327.3441622589,2501011.3180065937,5363143.058411585,4248085.842893643,123483.62137984966
2014-07-29,146448.57983897487,915642.9011337264,2502046.7512766817,5365356.485882948,4249802.412112548,123528.63000596668
2014-07-30,146493.50642309597,915957.440484037,2503079.7084450694,5367565.110710883,4251514.233641573,123573.47433552313
2014-07-31,146538.28700829556,916270.9622131917,2504110.189511759,5369768.932895392,4253221.307480721,123618.15436851911
2014-08-01,146582.92159457353,916583.4663211895,2505138.194476749,5371967.952436473,4254923.633629987,123662.67010495455
2014-08-02,146627.41018192994,916894.9528080309,2506163.723340039,5374162.169334125,4256621.212089376,123707.02154482945
2014-08-03,146671.75277036478,917205.4216737157,2507186.7761016306,5376351.58358835,4258314.042858884,123751.20868814383
2014-08-04,146715.94935987797,917514.872918244,2508207.352761522,5378536.195199147,4260002.125938511,123795.23153489767
2014-08-05,146759.99995046962,917823.3065416156,2509225.4533197135,5380716.004166516,4261685.4613282615,123839.09008509097
2014-08-06,146803.90454213973,918130.7225438311,2510241.077776207,5382891.010490458,4263364.049028132,123882.78433872375
2014-08-07,146847.66313488822,918437.1209248898,2511254.2261310006,5385061.214170972,4265037.889038124,123926.31429579602
2014-08-08,146891.2757287152,918742.5016847921,2512264.8983840947,5387226.615208059,4266706.981358237,123969.67995630775
2014-08-09,146934.74232362057,919046.864823538,2513273.09453549,5389387.213601718,4268371.32598847,124012.88132025898
2014-08-10,146978.0629196043,919350.2103411272,2514278.814585185,5391543.009351947,4270030.922928822,124055.91838764965
2014-08-11,147021.23751666653,919652.5382375601,2515282.0585331814,5393694.002458751,4271685.772179296,124098.79115847981
2014-08-12,147064.26611480716,919953.8485128363,2516282.826379478,5395840.1929221265,4273335.873739891,124141.49963274943
2014-08-13,147107.1487140262,920254.141166956,2517281.1181240757,5397981.580742075,4274981.227610607,124184.04381045853
2014-08-14,147149.88531432368,920553.4161999192,2518276.9337669737,5400118.165918594,4276621.833791442,124226.42369160708
2014-08-15,147192.47591569956,920851.673611726,2519270.2733081724,5402249.948451687,4278257.6922824,124268.63927619514
2014-08-16,147234.92051815387,921148.9134023761,2520261.136747671,5404376.928341351,4279888.803083478,124310.69056422265
2014-08-17,147277.21912168662,921445.1355718698,2521249.524085471,5406499.105587589,4281515.166194676,124352.57755568964
2014-08-18,147319.37172629777,921740.3401202068,2522235.435321572,5408616.480190398,4283136.781615995,124394.3002505961
2014-08-19,147361.37833198736,922034.5270473877,2523218.870455973,5410729.052149779,4284753.649347435,124435.85864894203
2014-08-20,147403.23893875536,922327.6963534119,2524199.8294886746,5412836.8214657325,4286365.769388995,124477.25275072745
2014-08-21,147444.9535466018,922619.8480382793,2525178.3124196776,5414939.788138259,4287973.141740677,124518.48255595232
2014-08-22,147486.52215552665,922910.9821019906,2526154.319248981,5417037.952167358,4289575.766402479,124559.54806461668
2014-08-23,147527.9447655299,923201.0985445451,2527127.8499765843,5419131.313553028,4291173.643374402,124600.4492767205
2014-08-24,147569.22137661156,923490.1973659431,2528098.904602489,5421219.872295272,4292766.772656444,124641.18619226376
2014-08-25,147610.35198877173,923778.2785661849,2529067.483126694,5423303.628394088,4294355.15424861,124681.75881124656
2014-08-26,147651.33660201027,924065.3421452699,2530033.5855491995,5425382.581849474,4295938.7881508935,124722.16713366877
2014-08-27,147692.17521632722,924351.3881031983,2530997.211870006,5427456.7326614335,4297517.674363299,124762.41115953049
2014-08-28,147732.86783172263,924636.4164399706,2531958.3620891124,5429526.080829967,4299091.812885826,124802.49088883169
2014-08-29,147773.41444819642,924920.4271555861,2532917.0362065206,5431590.626355072,4300661.203718473,124842.40632157234
2014-08-30,147813.81506574864,925203.4202500451,2533873.2342222286,5433650.36923675,4302225.84686124,124882.15745775247
2014-08-31,147854.06968437933,925485.3957233477,2534826.956136238,5435705.309474998,4303785.74231413,124921.74429737209
2014-09-01,147894.1783040884,925766.3535754937,2535778.201948547,5437755.447069819,4305340.890077138,124961.16684043113
2014-09-02,147934.1409248759,926046.2938064833,2536726.9716591574,5439800.782021213,4306891.290150269,125000.4250869297
2014-09-03,147973.9575467418,926325.216416316,2537673.265268068,5441841.314329178,4308436.942533518,125039.51903686768
2014-09-04,148013.62816968616,926603.1214049925,2538617.082775279,5443877.043993716,4309977.84722689,125078.44869024519
2014-09-05,148053.1527937089,926880.0087725124,2539558.4241807912,5445907.9710148275,4311514.004230382,125117.21404706215
2014-09-06,148092.53141881007,927155.878518876,2540497.2894846043,5447934.09539251,4313045.4135439955,125155.81510731862
2014-09-07,148131.76404498972,927430.730644083,2541433.678686718,5449955.417126766,4314572.075167729,125194.25187101452
2014-09-08,148170.85067224776,927704.5651481334,2542367.5917871315,5451971.936217594,4316093.989101584,125232.5243381499
2014-09-09,148209.79130058418,927977.3820310273,2543299.028785846,5453983.652664995,4317611.155345558,125270.63250872475
2014-09-10,148248.5859299991,928249.1812927647,2544227.9896828616,5455990.566468966,4319123.573899654,125308.57638273908
2014-09-11,148287.2345604924,928519.9629333457,2545154.4744781773,5457992.677629511,4320631.24476387,125346.35596019289
2014-09-12,148325.73719206406,928789.7269527698,2546078.4831717936,5459989.986146626,4322134.167938205,125383.97124108611
2014-09-13,148364.09382471422,929058.4733510377,2547000.015763711,5461982.4920203155,4323632.343422664,125421.42222541886
2014-09-14,148402.3044584428,929326.2021281492,2547919.0722539295,5463970.195250578,4325125.771217243,125458.70891319109
2014-09-15,148440.3690932498,929592.9132841041,2548835.6526424475,5465953.0958374115,4326614.451321943,125495.8313044028
2014-09-16,148478.28772913522,929858.6068189024,2549749.7569292667,5467931.193780817,4328098.383736763,125532.78939905395
2014-09-17,148516.06036609906,930123.2827325441,2550661.3851143867,5469904.489080796,4329577.568461703,125569.5831971446
2014-09-18,148553.6870041413,930386.9410250295,2551570.537197807,5471872.981737346,4331052.005496765,125606.21269867469
2014-09-19,148591.167643262,930649.5816963583,2552477.213179528,5473836.671750468,4332521.694841946,125642.67790364426
2014-09-20,148628.5022834611,930911.2047465306,2553381.4130595494,5475795.559120163,4333986.636497249,125678.97881205332
2014-09-21,148665.69092473865,931171.8101755464,2554283.1368378717,5477749.643846432,4335446.830462674,125715.11542390187
2014-09-22,148702.73356709458,931431.3979834056,2555182.3845144943,5479698.925929272,4336902.276738218,125751.08773918985
2014-09-23,148739.63021052894,931689.9681701084,2556079.156089418,5481643.405368683,4338352.975323882,125786.89575791731
2014-09-24,148776.38085504176,931947.5207356546,2556973.451562642,5483583.082164668,4339798.926219668,125822.53948008425
2014-09-25,148812.98550063296,932204.0556800443,2557865.270934167,5485517.956317224,4341240.129425574,125858.01890569068
2014-09-26,148849.4441473026,932459.5730032775,2558754.6142039923,5487448.027826353,4342676.5849416,125893.33403473653
2014-09-27,148885.75679505066,932714.0727053544,2559641.481372119,5489373.296692055,4344108.292767749,125928.48486722191
2014-09-28,148921.92344387717,932967.5547862746,2560525.872438546,5491293.762914329,4345535.252904018,125963.47140314673
2014-09-29,148957.94409378208,933220.0192460382,2561407.7874032734,5493209.426493174,4346957.465350407,125998.29364251104
2014-09-30,148993.8187447654,933471.4660846455,2562287.2262663012,5495120.287428591,4348374.930106917,126032.9515853148
2014-10-01,149029.54739682717,933721.8953020961,2563164.1890276303,5497026.345720583,4349787.647173548,126067.44523155806
2014-10-02,149065.1300499673,933971.3068983901,2564038.675687259,5498927.601369145,4351195.616550298,126101.77458124077
2014-10-03,149100.5667041859,934219.7008735277,2564910.686245189,5500824.05437428,4352598.838237171,126135.93963436296
2014-10-04,149135.8573594829,934467.077227509,2565780.2207014193,5502715.704735988,4353997.312234164,126169.94039092463
2014-10-05,149171.00201585836,934713.4359603336,2566647.2790559507,5504602.552454267,4355391.038541278,126203.77685092579
2014-10-06,149206.00067331223,934958.7770720016,2567511.8613087824,5506484.597529119,4356780.017158512,126237.44901436639
2014-10-07,149240.85333184453,935203.1005625133,2568373.967459915,5508361.839960543,4358164.248085867,126270.95688124647
2014-10-08,149275.5599914552,935446.4064318682,2569233.597509348,5510234.2797485385,4359543.731323342,126304.30045156601
2014-10-09,149310.12065214437,935688.6946800669,2570090.7514570826,5512101.916893109,4360918.466870939,126337.47972532506
2014-10-10,149344.53531391194,935929.9653071089,2570945.429303117,5513964.75139425,4362288.454728656,126370.49470252355
2014-10-11,149378.80397675792,936170.2183129946,2571797.631047452,5515822.783251964,4363653.694896494,126403.34538316153
2014-10-12,149412.92664068233,936409.4536977237,2572647.3566900874,5517676.01246625,4365014.187374453,126436.03176723898
2014-10-13,149446.90330568512,936647.6714612962,2573494.606231024,5519524.439037107,4366369.932162532,126468.55385475588
